127.0.0.1 - - [12/Aug/2024:11:02:54 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:12 +0530] "GET /sales HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:12 +0530] "GET /sales/ HTTP/1.1" 200 10623
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/fonts/boxicons.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/img/reload.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/img/loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/popper.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/perfect-scrollbar.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/menu.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/helpers.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/fonts/boxicons/boxicons.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/img/captcha-bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:03:13 +0530] "GET /sales/img/favicon.ico HTTP/1.1" 404 121
127.0.0.1 - - [12/Aug/2024:11:09:17 +0530] "POST /salesCore/login HTTP/1.1" 200 656
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:17 +0530] "POST /sales/login HTTP/1.1" 302 -
127.0.0.1 - - [12/Aug/2024:11:09:18 +0530] "POST /salesCore/getAllLeadDetails HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/css/datatables.bootstrap5.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/chart.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/leadList HTTP/1.1" 200 29380
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/filter-multi-select-bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/dataTables.bootstrap5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/moment.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/img/1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:18 +0530] "GET /sales/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2024:11:09:19 +0530] "POST /salesCore/todayRemindersCount HTTP/1.1" 200 110
127.0.0.1 - - [12/Aug/2024:11:09:19 +0530] "POST /salesCore/getUserReminderDetails HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:19 +0530] "POST /sales/todayReminders HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:19 +0530] "POST /sales/getDueReminders HTTP/1.1" 200 12
127.0.0.1 - - [12/Aug/2024:11:09:25 +0530] "POST /salesCore/getAllLeadDetails HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:25 +0530] "GET /sales/leadList HTTP/1.1" 200 29380
127.0.0.1 - - [12/Aug/2024:11:09:25 +0530] "POST /salesCore/getUserReminderDetails HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:25 +0530] "POST /sales/getDueReminders HTTP/1.1" 200 12
127.0.0.1 - - [12/Aug/2024:11:09:25 +0530] "POST /salesCore/todayRemindersCount HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:25 +0530] "POST /sales/todayReminders HTTP/1.1" 200 11
127.0.0.1 - - [12/Aug/2024:11:09:27 +0530] "POST /salesCore/getClientDetailsbyid HTTP/1.1" 200 1559
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:27 +0530] "GET /sales/clientList HTTP/1.1" 200 21663
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:27 +0530] "GET /favicon.ico HTTP/1.1" 404 762
127.0.0.1 - - [12/Aug/2024:11:09:27 +0530] "POST /salesCore/todayRemindersCount HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:27 +0530] "POST /sales/todayReminders HTTP/1.1" 200 11
127.0.0.1 - - [12/Aug/2024:11:09:27 +0530] "POST /salesCore/getUserReminderDetails HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:27 +0530] "POST /sales/getDueReminders HTTP/1.1" 200 12
127.0.0.1 - - [12/Aug/2024:11:09:28 +0530] "POST /salesCore/getAllReminders HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:09:28 +0530] "GET /sales/reminderList HTTP/1.1" 200 33624
