127.0.0.1 - - [20/Aug/2024:10:51:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/ HTTP/1.1" 200 10623
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/img/loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/img/reload.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/fonts/boxicons.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/popper.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/helpers.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/menu.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/perfect-scrollbar.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:24 +0530] "GET /sales/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:25 +0530] "GET /sales/fonts/boxicons/boxicons.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:25 +0530] "GET /sales/img/captcha-bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:25 +0530] "GET /sales/img/favicon.ico HTTP/1.1" 404 121
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:56 +0530] "GET /sales/password HTTP/1.1" 200 12503
0:0:0:0:0:0:0:1 - - [20/Aug/2024:10:57:59 +0530] "GET /sales/ HTTP/1.1" 200 10623
127.0.0.1 - - [20/Aug/2024:11:10:37 +0530] "POST /salesCore/login HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [20/Aug/2024:11:10:38 +0530] "POST /sales/login HTTP/1.1" 302 -
127.0.0.1 - - [20/Aug/2024:11:10:38 +0530] "POST /salesCore/getAllBudget HTTP/1.1" 200 2883
127.0.0.1 - - [20/Aug/2024:11:10:38 +0530] "POST /salesCore/getUserCommonList HTTP/1.1" 200 2839
0:0:0:0:0:0:0:1 - - [20/Aug/2024:11:10:39 +0530] "GET /sales/css/select2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:11:10:39 +0530] "GET /sales/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:11:10:39 +0530] "GET /sales/js/chart.js HTTP/1.1" 304 -
