127.0.0.1 - - [09/Aug/2024:11:12:34 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:35 +0530] "GET /sales/reminderList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:35 +0530] "GET /sales/login HTTP/1.1" 200 10623
127.0.0.1 - - [09/Aug/2024:11:13:44 +0530] "POST /salesCore/login HTTP/1.1" 200 656
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:44 +0530] "POST /sales/login HTTP/1.1" 302 -
127.0.0.1 - - [09/Aug/2024:11:13:44 +0530] "POST /salesCore/getAllLeadDetails HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:45 +0530] "GET /sales/leadList HTTP/1.1" 200 29380
127.0.0.1 - - [09/Aug/2024:11:13:45 +0530] "POST /salesCore/todayRemindersCount HTTP/1.1" 200 110
127.0.0.1 - - [09/Aug/2024:11:13:45 +0530] "POST /salesCore/getUserReminderDetails HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:45 +0530] "POST /sales/todayReminders HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:45 +0530] "POST /sales/getDueReminders HTTP/1.1" 200 241
127.0.0.1 - - [09/Aug/2024:11:13:50 +0530] "POST /salesCore/updateReminder HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:50 +0530] "POST /sales/update-reminder HTTP/1.1" 200 61
127.0.0.1 - - [09/Aug/2024:11:13:52 +0530] "POST /salesCore/getAllLeadDetails HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [09/Aug/2024:11:13:52 +0530] "GET /sales/leadList HTTP/1.1" 200 29380
127.0.0.1 - - [09/Aug/2024:11:13:52 +0530] "POST /salesCore/todayRemindersCount HTTP/1.1" 200 110
127.0.0.1 - - [09/Aug/2024:11:13:52 +0530] "POST /salesCore/getUserReminderDetails HTTP/1.1" 200 110
